	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
76	33	 Anne E. Thompson	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
152	34	 Arlene Rosario	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
146	35	 Arthur D. Spatt	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
12	36	 Arthur Federman	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
338	37	 Arthur I. Harris	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
249	38	 Arthur J. Gonzalez	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
391	39	 Bana Roberts	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
198	40	 Barbara S. Jones	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
51	41	 Bruce A. Markell	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
101	42	 Bruce D. Black ©	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
109	43	 C. LeRoy Hansen	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
296	44	 Carl Horn, Ill	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
269	45	 Carl L. Bucki .	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
167	46	 Carla E. Craig	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
130	47	 Carol Bagley Amon	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
21	48	 Carolyn S. Ostby	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
290	49	 Catharine R.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
250	50	 Cecelia G. Morris	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
18	51	 Charles C. Lovell	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
258	52	 Charles J. Siragusa	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
188	53	 Charles L. Brieant	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
362	54	 Charles M. Caldwell	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
143	55	 Charles P. Sifton	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
227	56	 Charles S. Haight, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
307	57	 Charles §. Milter, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
157	58	 Cheryl L. Pollak	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
278	59	 Christina L. Demory	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
319	60	 Christopher A. Boyko	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
373	61	 Claire V. Eagan	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
201	62	 Colleen McMahon	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
317	63	 Dan A. Poister	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
381	64	 Dana L. Rasure	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
302	65	 Daniel L. Hovland	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
323	66	 David A. Katz	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
297	67	 David C. Keesler	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
322	68	 David D. Dowd, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
181	69	 David E. Peebles	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
256	70	 David G. Larimer	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
132	71	 David G. Trager	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
30	72	 David L. Piester	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
383	73	 David L. Russell	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
174	74	 David N. Hurd	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
180	75	 David R. Homer	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
277	76	 David W. Daniel	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
191	77	 Deborah A. Batts	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
243	78	 Debra Freeman	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
147	79	 Denis R. Hurley	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
195	80	 Denise Cote	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
168	81	 Dennis E. Milton	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
298	82	 Dennis Howell	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
66	83	 Dennis M. Cavanaugh	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
13	84	 Dennis R. Dow	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
194	85	 Denny Chin	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
73	86	 Dickinson R. Debevoise	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
411	87	 Donald C.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
315	88	 Donald C. Nugent	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
98	89	 Donald H. Steckroth	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
14	90	 Donald W. Molloy	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
138	91	 Dora L. Irizarry	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
238	92	 Douglas FE Eaton	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
390	93	 Doyle W. Argo	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
156	94	 E. Thomas Boyle	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
342	95	 Edmund A. Sargus, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
41	96	 Edward C. Reed, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
128	97	 Edward R. Korman	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
170	98	 Elizabeth S. Stong	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
377	99	 F H. McCarthy	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
32	100	 FA. Gossett, Ill	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
64	101	 Faith S. Hochberg	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
371	102	 Frank H. Seay	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
242	103	 Frank Maas	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
282	104	 Frank W. Buliock, dit	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
71	105	 Freda L. Wolfson	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
135	106	 Frederic Block	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
171	107	 Frederick J. Scullin, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
244	108	 Gabriel W. Gorenstein	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
403	109	 Garr M. King	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
59	110	 Garrett E. Brown, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
1	111	 Gary A. Fenner	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
175	112	 Gary L. Sharpe	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
392	113	 Gary M. Purcell	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
241	114	 George A. Yanthis .	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
206	115	 George B. Daniels	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
349	116	 George C. Smith	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
183	117	 George H. Lowe	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
328	118	 George J. Limbert	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
300	119	 George R. Hodges |	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
207	120	 Gerard E. Lynch	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
96	121	 Gloria M. Burns	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
49	122	 Gregg W. Zive	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
345	123	 Gregory L. Frost	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
179	124	 Gustave J. DiBianco	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
375	125	 H. Dale Cook	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
265	126	 H. Kenneth Schroeder,	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
74	127	 Harold A. Ackerman	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
230	128	 Harold Baer, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
408	129	 Helen J. Frye	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
239	130	 Henry B. Pitman	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
350	131	 Herman J. Weber	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
43	132	 Howard D. McKibben	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
5	133	 Howard FE Sachs	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
176	134	 Howard.G. Munson -	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
263	135	 Hugh B. Scott	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
299	136	 J. Craig Whitley	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
58	137	 J. Michael Deasy	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
279	138	 J. Rich Leonard	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
361	139	 J. Vincent Aug, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
140	140	 Jack B. Weinstein	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
17	141	 Jack D. Shanstrom	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
284	142	 James A. Beaty, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
108	143	 James A. Parker	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
407	144	 James A. Redden, Jr.	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
273	145	 James C. Dever Ill	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
7	146	 James C. England	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
233	147	 James C. Francis IV __	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
39	148	 James C. Mahan	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
275	149	 James Carroll Fox	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
310	150	 James Gray Carr	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
367	151	 James Hardy Payne	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
351	152	 James L. Graham	Began Service: August 1995	Appointed By: President William I. Clinton	N / A	N / A	N / A	Legal Practice: Partner, Ewing, Smith, & Hoberock {1971-1995}	N / A
